transaction_id,user_id,age,monthly_income,risk_profile,transaction_date,transaction_hour,category,merchant,amount,payment_method,device,is_salary_day_near,is_late_night,ad_clicked,discount_used,cashback_used,mood_score,financial_stress_level,impulse_purchase
1054,429,26,25000,Conservative,2025-01-27,6,Investment,PhonePe,6546.93,BNPL,Mobile,0,0,0,0,0,2,10,1
1055,241,32,15000,Aggressive,2025-08-25,3,EMI,Zomato,3979.61,UPI,Mobile,0,0,0,0,0,4,5,0
1056,334,40,100000,Aggressive,2025-05-22,17,Groceries,Swiggy,858.36,Debit Card,Desktop,0,0,0,0,1,5,0,0
1057,309,18,15000,Aggressive,2025-01-23,18,EMI,Netflix,4275.05,BNPL,Mobile,0,0,1,0,0,2,10,1
1058,67,36,25000,Conservative,2025-02-14,3,Health,Swiggy,2223.22,Credit Card,Mobile,0,0,1,0,0,7,1,0
1059,154,34,35000,Aggressive,2025-12-03,14,Entertainment,Amazon,781.08,UPI,Tablet,1,0,0,0,0,3,0,0
1060,446,38,50000,Conservative,2025-03-29,15,Electronics,Paytm,7283.37,UPI,Mobile,0,0,1,1,0,3,4,1
1061,110,39,25000,Conservative,2025-04-27,2,EMI,Groww,7055.8,UPI,Mobile,0,1,0,1,1,2,7,1
1062,389,27,35000,Aggressive,2025-12-21,22,Entertainment,Flipkart,621.2,Debit Card,Desktop,0,1,0,1,0,3,2,1
1063,83,21,25000,Conservative,2025-09-04,14,Travel,Paytm,10040.26,Cash,Desktop,1,0,1,0,0,6,8,0
1064,298,21,50000,Balanced,2025-12-15,23,EMI,BigBasket,5658.04,Debit Card,Mobile,0,1,1,0,0,1,4,1
1065,469,38,75000,Aggressive,2025-02-01,13,Food Delivery,Amazon,268.93,UPI,Desktop,1,0,0,0,1,3,0,0
1066,39,24,35000,Balanced,2025-01-31,12,Education,Croma,2025.02,UPI,Mobile,0,0,1,0,0,2,1,0
1067,149,41,50000,Aggressive,2025-06-13,13,Investment,Paytm,3753.96,Credit Card,Tablet,0,0,0,0,0,9,1,0
1068,491,39,35000,Balanced,2025-12-06,7,EMI,Myntra,6098.99,UPI,Mobile,0,0,1,0,0,6,3,0
1069,179,43,15000,Aggressive,2025-02-18,19,Groceries,PhonePe,1103.87,Credit Card,Desktop,0,0,0,0,0,1,1,0
1070,297,44,35000,Balanced,2025-07-21,8,Entertainment,Amazon,1507.52,UPI,Mobile,0,0,0,1,0,10,0,0
1071,84,37,25000,Balanced,2025-01-16,14,Investment,Myntra,5874.7,BNPL,Mobile,0,0,1,1,0,2,9,1
1072,119,36,35000,Conservative,2025-02-07,22,Investment,Amazon,839.91,UPI,Mobile,0,1,0,1,0,4,0,0
1073,258,41,15000,Conservative,2025-12-12,18,Electronics,PhonePe,15516.43,Debit Card,Desktop,0,0,0,1,0,5,10,0
1074,62,23,25000,Balanced,2025-06-13,4,Travel,Myntra,10369.09,Debit Card,Mobile,0,0,1,0,0,10,8,0
1075,410,35,25000,Conservative,2025-03-20,11,Electronics,Uber,14939.21,UPI,Mobile,0,0,0,0,0,5,10,0
1076,283,32,35000,Conservative,2025-08-17,7,EMI,PhonePe,6132.46,UPI,Mobile,0,0,0,0,0,1,3,0
1077,152,29,35000,Balanced,2025-08-02,22,Food Delivery,Uber,100.0,UPI,Mobile,1,1,0,1,1,3,2,1
1078,418,25,75000,Balanced,2025-08-24,19,Electronics,Zomato,6652.61,Credit Card,Desktop,0,0,1,0,0,1,3,1
1079,179,43,15000,Aggressive,2025-07-12,13,Travel,Groww,9660.32,UPI,Mobile,0,0,0,0,0,5,10,0
1080,178,41,35000,Balanced,2025-09-17,8,Food Delivery,Groww,495.96,UPI,Mobile,0,0,0,0,0,3,0,0
1081,266,23,35000,Conservative,2025-06-06,19,Groceries,Zomato,966.28,Debit Card,Mobile,0,0,0,0,1,8,0,0
1082,280,42,75000,Conservative,2025-01-23,16,Investment,Zomato,3283.04,UPI,Mobile,0,0,1,0,0,9,0,0
1083,300,23,25000,Balanced,2025-05-19,22,Groceries,Zomato,968.39,UPI,Mobile,0,1,0,0,0,2,0,0
1084,96,18,15000,Conservative,2025-04-27,17,Rent,Swiggy,16102.77,UPI,Mobile,0,0,1,0,0,9,10,0
1085,309,18,15000,Aggressive,2025-10-22,7,Fashion,Paytm,2272.53,Debit Card,Desktop,0,0,1,0,0,7,5,1
1086,233,32,35000,Conservative,2025-07-22,11,Food Delivery,PhonePe,504.5,UPI,Mobile,0,0,1,0,0,1,2,1
1087,141,29,25000,Conservative,2025-08-10,5,Health,BigBasket,100.0,Credit Card,Mobile,0,0,0,1,1,6,0,0
1088,22,25,35000,Balanced,2025-06-17,15,Fashion,Myntra,2875.24,UPI,Desktop,0,0,0,0,0,3,1,0
1089,398,43,50000,Conservative,2025-09-28,21,Utilities,BigBasket,1469.57,UPI,Mobile,0,0,0,0,0,9,0,0
1090,78,28,75000,Balanced,2025-01-02,12,Travel,Swiggy,914.1,UPI,Mobile,1,0,1,1,1,8,0,0
1091,134,36,35000,Aggressive,2025-10-15,5,Fashion,Myntra,3210.58,Credit Card,Mobile,0,0,1,0,1,9,3,1
1092,226,20,35000,Aggressive,2025-06-27,7,EMI,Myntra,5354.16,Debit Card,Desktop,0,0,0,0,0,6,3,0
1093,315,37,35000,Aggressive,2025-10-03,14,Education,Flipkart,966.18,UPI,Mobile,1,0,0,0,0,8,0,0
1094,263,23,100000,Balanced,2025-08-28,7,Investment,Myntra,4294.94,Credit Card,Mobile,0,0,0,0,0,9,0,0
1095,91,33,25000,Conservative,2025-07-12,22,Food Delivery,Paytm,389.62,UPI,Desktop,0,1,1,0,0,1,2,1
1096,192,38,50000,Balanced,2025-12-12,1,Education,BigBasket,1797.11,BNPL,Mobile,0,1,1,0,0,3,5,1
1097,65,23,50000,Aggressive,2025-09-09,17,Education,Groww,4282.55,Debit Card,Mobile,0,0,0,0,1,6,1,0
1098,29,20,50000,Conservative,2025-10-19,10,Entertainment,Flipkart,938.77,Cash,Mobile,0,0,0,0,1,2,0,0
1099,114,38,25000,Aggressive,2025-03-09,5,Food Delivery,Myntra,527.13,Cash,Mobile,0,0,0,0,1,7,0,0
1100,293,18,15000,Balanced,2025-06-05,9,Groceries,Uber,1495.95,Debit Card,Mobile,1,0,0,0,0,7,1,0
1101,214,23,35000,Aggressive,2025-06-05,10,Health,Flipkart,1243.97,UPI,Desktop,1,0,0,0,0,3,0,0
1102,239,31,15000,Conservative,2025-02-16,9,Health,Netflix,2089.89,Credit Card,Mobile,0,0,0,1,0,6,2,0
1103,163,43,35000,Aggressive,2025-07-03,10,Fashion,Amazon,1924.6,UPI,Mobile,1,0,0,1,0,10,1,0
1104,411,42,25000,Aggressive,2025-10-28,18,Health,Amazon,2934.84,Debit Card,Mobile,0,0,0,0,1,4,2,0
1105,154,34,35000,Aggressive,2025-12-08,11,EMI,Uber,5455.62,UPI,Mobile,0,0,0,1,0,10,3,0
1106,236,37,25000,Conservative,2025-05-14,3,Electronics,Paytm,7834.8,UPI,Mobile,0,0,0,0,0,9,6,0
1107,233,32,35000,Conservative,2025-08-03,13,Investment,Netflix,5400.19,BNPL,Tablet,1,0,1,1,0,2,8,1
1108,256,41,75000,Conservative,2025-07-20,1,Entertainment,Paytm,1311.24,UPI,Mobile,0,1,0,0,1,7,0,0
1109,47,42,25000,Conservative,2025-04-20,14,Groceries,Groww,161.04,Debit Card,Desktop,0,0,0,1,0,4,0,0
1110,421,34,100000,Aggressive,2025-11-02,17,Utilities,Paytm,100.0,UPI,Mobile,1,0,0,1,0,3,0,0
1111,433,32,15000,Balanced,2025-01-24,17,Entertainment,Croma,831.21,UPI,Mobile,0,0,1,1,1,1,3,1
1112,32,33,25000,Balanced,2025-08-30,17,Rent,Uber,6420.59,Credit Card,Desktop,0,0,0,0,0,4,7,1
1113,110,39,25000,Conservative,2025-07-25,5,Groceries,Netflix,765.8,UPI,Tablet,0,0,1,0,1,1,0,0
1114,66,44,25000,Balanced,2025-01-18,15,Utilities,Amazon,1639.24,UPI,Mobile,0,0,1,0,0,7,1,0
1115,486,31,100000,Balanced,2025-03-30,9,Entertainment,Amazon,1112.58,UPI,Mobile,0,0,1,1,1,9,2,1
1116,262,43,25000,Balanced,2025-02-05,0,EMI,Uber,9371.84,UPI,Mobile,1,1,1,0,0,3,9,1
1117,493,18,35000,Conservative,2025-09-13,15,Electronics,Amazon,15825.11,UPI,Mobile,0,0,0,0,0,1,10,1
1118,194,35,35000,Balanced,2025-01-20,4,Groceries,PhonePe,1859.38,UPI,Tablet,0,0,1,0,0,10,1,0
1119,271,22,15000,Conservative,2025-10-01,20,Travel,Uber,1183.01,UPI,Mobile,1,0,0,0,0,1,1,0
1120,181,28,75000,Conservative,2025-05-21,0,Education,Zomato,5148.65,Debit Card,Mobile,0,1,1,1,1,5,3,1
1121,459,32,100000,Balanced,2025-01-09,5,Electronics,Swiggy,10306.31,BNPL,Mobile,0,0,0,0,0,4,7,1
1122,355,19,35000,Conservative,2025-04-21,21,Entertainment,Myntra,1194.44,UPI,Mobile,0,0,1,0,0,1,2,1
1123,410,35,25000,Conservative,2025-12-01,18,Education,Swiggy,2337.02,Credit Card,Mobile,1,0,0,0,0,7,1,0
1124,38,27,35000,Conservative,2025-06-22,20,Electronics,Swiggy,5671.98,Debit Card,Mobile,0,0,0,0,1,6,3,0
1125,497,32,25000,Conservative,2025-07-10,1,Groceries,Myntra,106.58,BNPL,Mobile,0,1,0,0,0,1,5,1
1126,490,42,35000,Conservative,2025-04-14,3,Health,Uber,473.12,UPI,Mobile,0,0,1,0,0,8,0,0
1127,278,20,25000,Aggressive,2025-11-23,13,Entertainment,PhonePe,874.23,Debit Card,Mobile,0,0,0,0,1,3,0,0
1128,321,28,35000,Conservative,2025-02-15,9,Investment,Uber,6802.46,UPI,Mobile,0,0,0,0,0,7,3,0
1129,338,20,75000,Balanced,2025-11-28,0,Utilities,Groww,936.4,BNPL,Desktop,0,1,0,1,1,9,5,1
1130,109,19,15000,Balanced,2025-10-04,20,Utilities,Groww,2178.23,Credit Card,Mobile,1,0,0,1,0,9,2,0
1131,62,23,25000,Balanced,2025-12-29,19,Investment,Croma,2826.74,UPI,Mobile,0,0,0,0,0,2,2,0
1132,291,40,15000,Conservative,2025-02-21,13,Education,Uber,2597.51,Credit Card,Desktop,0,0,1,0,0,10,5,1
1133,218,40,35000,Balanced,2025-11-21,1,Fashion,Groww,2142.67,Credit Card,Mobile,0,1,0,0,0,10,3,1
1134,103,28,50000,Balanced,2025-03-12,22,Electronics,PhonePe,20155.37,UPI,Mobile,0,1,1,1,0,2,10,1
1135,347,28,25000,Conservative,2025-10-26,14,Education,BigBasket,3998.16,Credit Card,Mobile,0,0,0,0,0,7,3,0
1136,376,43,35000,Conservative,2025-03-19,11,Education,Croma,4785.16,UPI,Mobile,0,0,0,0,1,3,2,0
1137,89,44,50000,Balanced,2025-10-17,1,Groceries,PhonePe,1319.19,UPI,Mobile,0,1,0,1,0,6,0,0
1138,257,36,15000,Balanced,2025-05-17,0,Fashion,Netflix,2863.7,UPI,Mobile,0,1,0,0,1,4,5,1
1139,435,33,50000,Conservative,2025-01-25,8,EMI,BigBasket,6374.3,BNPL,Desktop,0,0,0,0,0,6,5,0
1140,203,20,35000,Balanced,2025-08-06,20,Health,Groww,2518.37,Credit Card,Mobile,0,0,1,0,0,3,3,1
1141,374,20,50000,Aggressive,2025-04-03,16,Entertainment,Myntra,950.25,Credit Card,Mobile,1,0,0,0,0,10,0,0
1142,343,35,15000,Conservative,2025-03-04,5,Entertainment,Groww,390.8,Debit Card,Mobile,1,0,0,0,0,5,0,0
1143,350,19,75000,Conservative,2025-05-10,21,Investment,Paytm,2808.54,UPI,Mobile,0,0,1,1,0,4,0,0
1144,183,26,25000,Conservative,2025-07-11,11,Fashion,Zomato,4342.84,UPI,Mobile,0,0,1,0,1,9,5,1
1145,99,43,75000,Conservative,2025-10-20,16,Fashion,Myntra,3101.29,UPI,Mobile,0,0,0,0,1,2,0,0
1146,356,39,35000,Balanced,2025-01-24,3,Entertainment,Uber,371.42,Credit Card,Mobile,0,0,0,0,0,5,0,0
1147,304,29,15000,Aggressive,2025-12-12,16,Health,Uber,2412.73,UPI,Tablet,0,0,0,1,1,4,5,1
1148,282,36,35000,Balanced,2025-06-05,9,Food Delivery,Groww,520.66,Debit Card,Mobile,1,0,1,0,0,6,0,0
1149,229,38,35000,Balanced,2025-02-20,19,Rent,Flipkart,14999.36,UPI,Desktop,0,0,0,1,1,1,10,1
1150,234,33,15000,Conservative,2025-05-17,3,Investment,Croma,8036.82,Credit Card,Desktop,0,0,0,0,0,3,10,1
1151,405,34,35000,Balanced,2025-04-09,1,Food Delivery,BigBasket,464.75,Credit Card,Desktop,0,1,1,1,0,6,2,1
1152,9,27,15000,Aggressive,2025-01-14,11,EMI,Swiggy,1940.28,BNPL,Mobile,0,0,1,0,0,5,5,0
1153,147,41,50000,Aggressive,2025-05-29,16,Fashion,Netflix,3616.22,UPI,Mobile,0,0,0,1,0,1,1,0
1154,145,36,25000,Conservative,2025-04-22,12,Rent,Swiggy,15420.32,Cash,Mobile,0,0,0,0,0,2,10,0
1155,136,33,35000,Conservative,2025-04-30,23,Travel,PhonePe,11826.18,UPI,Mobile,0,1,1,0,0,1,8,1
1156,326,41,75000,Conservative,2025-02-11,19,Rent,Amazon,8579.42,Credit Card,Mobile,0,0,1,0,0,1,4,1
1157,131,18,35000,Balanced,2025-08-26,6,Food Delivery,Uber,365.66,UPI,Mobile,0,0,0,0,0,5,0,0
1158,123,39,50000,Balanced,2025-08-03,23,Investment,Myntra,2137.95,Debit Card,Mobile,1,1,0,1,0,5,0,0
1159,357,43,35000,Conservative,2025-11-29,11,Education,PhonePe,2762.26,BNPL,Mobile,0,0,0,0,1,6,4,0
1160,263,23,100000,Balanced,2025-04-09,3,Rent,Netflix,15436.9,UPI,Mobile,0,0,1,0,0,3,5,1
1161,305,22,75000,Balanced,2025-07-29,9,Fashion,Uber,1667.83,UPI,Mobile,0,0,0,0,1,2,0,0
1162,57,19,35000,Conservative,2025-09-23,9,Groceries,Uber,1483.54,UPI,Mobile,0,0,0,0,0,10,0,0
1163,183,26,25000,Conservative,2025-11-19,4,Electronics,Myntra,8659.91,Cash,Desktop,0,0,1,1,0,4,8,1
1164,49,30,75000,Conservative,2025-08-14,3,Groceries,BigBasket,100.0,UPI,Mobile,0,0,0,0,0,10,0,0
1165,357,43,35000,Conservative,2025-10-19,17,Health,PhonePe,1272.09,Credit Card,Mobile,0,0,0,0,0,5,0,0
1166,265,32,50000,Balanced,2025-09-08,0,Fashion,Paytm,162.45,Debit Card,Tablet,0,1,0,1,0,1,2,1
1167,101,19,25000,Conservative,2025-01-20,14,EMI,PhonePe,8058.84,BNPL,Mobile,0,0,0,1,1,4,10,1
1168,392,36,75000,Aggressive,2025-06-02,12,Food Delivery,Amazon,182.83,Credit Card,Mobile,1,0,1,1,0,10,2,1
1169,123,39,50000,Balanced,2025-05-01,14,Groceries,Zomato,1553.52,UPI,Mobile,1,0,1,1,0,6,0,0
1170,171,42,35000,Conservative,2025-03-30,13,Investment,PhonePe,7206.44,Debit Card,Mobile,0,0,1,0,0,4,6,1
1171,79,25,35000,Conservative,2025-10-20,6,Electronics,Croma,16161.87,UPI,Mobile,0,0,1,1,0,9,10,1
1172,450,25,25000,Balanced,2025-07-28,20,Fashion,Swiggy,2638.75,UPI,Mobile,0,0,1,0,0,3,4,1
1173,15,26,15000,Conservative,2025-02-24,23,Entertainment,Paytm,761.11,Credit Card,Tablet,0,1,0,0,1,5,3,1
1174,373,43,15000,Conservative,2025-01-21,22,Travel,Netflix,9367.27,Credit Card,Mobile,0,1,0,0,0,4,10,1
1175,451,41,50000,Conservative,2025-11-23,6,EMI,PhonePe,6122.27,Credit Card,Desktop,0,0,0,1,1,4,4,1
1176,197,41,25000,Aggressive,2025-08-03,11,Food Delivery,Flipkart,321.87,UPI,Mobile,1,0,1,0,0,5,0,0
1177,136,33,35000,Conservative,2025-09-27,15,Education,PhonePe,2003.06,Credit Card,Mobile,0,0,0,1,0,7,1,0
1178,103,28,50000,Balanced,2025-05-18,13,Investment,PhonePe,5610.18,Cash,Desktop,0,0,1,0,0,3,2,0
1179,143,20,25000,Balanced,2025-03-03,11,Fashion,BigBasket,3338.71,Credit Card,Desktop,1,0,1,0,0,4,4,1
1180,358,40,50000,Aggressive,2025-10-26,4,EMI,PhonePe,6796.78,UPI,Mobile,0,0,0,1,0,7,2,0
1181,182,36,100000,Balanced,2025-04-14,18,EMI,Flipkart,3376.11,Credit Card,Desktop,0,0,0,0,0,8,0,0
1182,60,23,25000,Balanced,2025-12-29,10,Rent,BigBasket,18082.33,Debit Card,Desktop,0,0,0,0,1,7,10,0
1183,84,37,25000,Balanced,2025-06-22,4,EMI,Flipkart,11585.65,UPI,Mobile,0,0,0,0,1,7,9,0
1184,488,23,75000,Balanced,2025-12-30,6,Health,Swiggy,1690.12,UPI,Mobile,0,0,1,0,1,8,0,0
1185,421,34,100000,Aggressive,2025-01-06,17,Utilities,Croma,2331.9,Debit Card,Desktop,0,0,0,1,0,3,0,0
1186,2,25,35000,Conservative,2025-10-05,2,Entertainment,Paytm,1412.26,Credit Card,Mobile,1,1,0,0,0,7,2,1
1187,328,25,35000,Conservative,2025-08-23,18,Groceries,Zomato,1344.4,UPI,Mobile,0,0,0,1,0,7,0,0
1188,383,42,35000,Conservative,2025-06-13,0,Entertainment,BigBasket,516.93,Credit Card,Mobile,0,1,0,0,0,1,2,1
1189,175,43,50000,Balanced,2025-02-04,2,Groceries,BigBasket,823.88,BNPL,Desktop,1,1,0,0,1,1,5,1
1190,72,43,100000,Balanced,2025-04-14,17,Utilities,Croma,991.34,Credit Card,Desktop,0,0,0,1,0,7,0,0
1191,93,31,75000,Conservative,2025-02-28,23,EMI,Swiggy,3648.04,UPI,Mobile,0,1,0,1,0,8,0,0
1192,336,40,25000,Conservative,2025-04-17,1,Health,Swiggy,498.57,Debit Card,Mobile,0,1,0,1,0,1,0,0
1193,19,23,25000,Balanced,2025-02-06,12,Fashion,Croma,3595.48,UPI,Mobile,0,0,0,0,1,3,2,0
1194,309,18,15000,Aggressive,2025-06-25,10,Electronics,Flipkart,16261.63,Credit Card,Mobile,0,0,1,1,1,10,10,1
1195,170,39,50000,Aggressive,2025-11-21,0,Entertainment,Amazon,730.39,Credit Card,Mobile,0,1,0,0,1,4,2,1
1196,58,22,25000,Balanced,2025-12-23,22,Fashion,Amazon,1966.69,UPI,Mobile,0,1,0,1,0,1,3,1
1197,409,34,15000,Conservative,2025-10-31,14,Entertainment,Zomato,936.37,UPI,Tablet,0,0,0,1,1,3,3,1
1198,428,21,35000,Conservative,2025-05-09,11,Utilities,BigBasket,1077.52,Debit Card,Mobile,0,0,1,1,0,1,0,0
1199,470,37,25000,Conservative,2025-04-08,3,EMI,Croma,4839.65,Debit Card,Mobile,0,0,0,0,0,2,3,0
1200,121,26,50000,Conservative,2025-04-19,2,Health,Groww,2392.6,UPI,Mobile,0,1,0,1,1,1,2,1
1201,116,37,35000,Balanced,2025-03-14,22,Travel,Uber,9627.51,UPI,Mobile,0,1,1,1,1,3,7,1
1202,109,19,15000,Balanced,2025-07-05,22,EMI,BigBasket,7688.64,UPI,Mobile,1,1,0,0,0,6,10,0
1203,407,42,50000,Balanced,2025-11-21,21,Rent,Uber,14498.87,Debit Card,Mobile,0,0,0,0,1,7,5,0
1204,268,23,25000,Conservative,2025-01-13,17,Utilities,Netflix,1583.49,Credit Card,Mobile,0,0,1,0,0,4,3,1
1205,72,43,100000,Balanced,2025-05-10,17,Fashion,Swiggy,2637.99,Debit Card,Mobile,0,0,1,1,0,2,2,1
1206,436,34,15000,Aggressive,2025-03-11,13,Rent,Netflix,8506.17,UPI,Desktop,0,0,1,0,0,10,10,0
1207,341,33,25000,Balanced,2025-10-22,20,Food Delivery,Uber,412.51,UPI,Desktop,0,0,1,0,0,1,2,1
1208,161,40,50000,Conservative,2025-03-25,6,Investment,BigBasket,4049.72,Debit Card,Mobile,0,0,0,1,0,1,1,0
1209,394,37,50000,Conservative,2025-04-20,0,EMI,BigBasket,7179.16,Credit Card,Desktop,0,1,0,0,0,6,2,0
1210,305,22,75000,Balanced,2025-10-10,20,Food Delivery,Paytm,270.16,Cash,Mobile,0,0,0,1,0,5,0,0
1211,276,18,50000,Balanced,2025-03-23,10,Groceries,Netflix,1761.34,UPI,Desktop,0,0,0,1,1,1,0,0
1212,434,33,35000,Conservative,2025-05-31,2,Food Delivery,BigBasket,521.44,Cash,Mobile,0,1,0,1,0,8,0,0
1213,382,44,100000,Balanced,2025-12-25,3,Education,Amazon,3269.77,UPI,Mobile,0,0,1,0,0,3,0,0
1214,210,29,50000,Aggressive,2025-04-03,21,EMI,Uber,11164.44,Debit Card,Mobile,1,0,0,0,0,7,4,0
1215,452,36,50000,Balanced,2025-01-30,15,Fashion,Amazon,4185.57,Cash,Mobile,0,0,0,0,1,3,1,0
1216,349,22,35000,Balanced,2025-12-10,18,Utilities,PhonePe,1692.72,BNPL,Desktop,0,0,1,1,0,3,5,1
1217,295,41,35000,Balanced,2025-06-14,13,EMI,Zomato,7632.71,Credit Card,Desktop,0,0,0,0,1,3,6,1
1218,434,33,35000,Conservative,2025-09-30,6,Health,Netflix,3639.66,UPI,Mobile,0,0,0,0,0,9,2,0
1219,291,40,15000,Conservative,2025-11-18,14,Utilities,PhonePe,1882.62,Credit Card,Mobile,0,0,0,0,0,9,2,0
1220,446,38,50000,Conservative,2025-09-27,11,Health,Groww,2738.81,BNPL,Mobile,0,0,0,1,1,5,4,0
1221,443,44,50000,Conservative,2025-09-18,16,Food Delivery,Myntra,685.12,Debit Card,Mobile,0,0,1,0,0,7,0,0
1222,206,36,25000,Conservative,2025-03-10,11,Health,Uber,2018.86,UPI,Mobile,0,0,0,1,0,5,1,0
1223,363,23,50000,Conservative,2025-08-18,22,Rent,Netflix,13588.5,UPI,Mobile,0,1,1,1,1,6,7,1
1224,111,39,35000,Conservative,2025-08-17,5,Utilities,Myntra,1825.72,UPI,Tablet,0,0,0,1,1,2,1,0
1225,243,42,50000,Conservative,2025-10-29,4,Food Delivery,Swiggy,531.38,UPI,Mobile,0,0,0,0,0,8,0,0
1226,271,22,15000,Conservative,2025-09-18,4,Travel,Uber,6261.83,Debit Card,Desktop,0,0,0,1,1,7,8,0
1227,128,22,15000,Conservative,2025-06-08,9,Education,Swiggy,1726.1,BNPL,Desktop,0,0,1,1,0,10,5,0
1228,312,25,35000,Conservative,2025-11-05,21,Groceries,Groww,1727.11,Credit Card,Desktop,1,0,1,0,0,2,2,1
1229,352,27,35000,Aggressive,2025-11-23,12,Health,PhonePe,2215.03,UPI,Desktop,0,0,0,0,1,1,1,0
1230,296,32,35000,Balanced,2025-12-18,0,Groceries,Amazon,697.52,UPI,Mobile,0,1,0,0,0,1,0,0
1231,22,25,35000,Balanced,2025-10-05,7,Electronics,PhonePe,17002.49,Debit Card,Desktop,1,0,1,0,0,6,10,1
1232,392,36,75000,Aggressive,2025-01-29,19,Groceries,Paytm,1548.24,BNPL,Desktop,0,0,1,0,0,2,5,1
1233,91,33,25000,Conservative,2025-10-28,17,Travel,Flipkart,9107.11,Debit Card,Mobile,0,0,1,0,1,7,7,0
1234,479,20,25000,Balanced,2025-09-23,8,Food Delivery,PhonePe,439.83,BNPL,Mobile,0,0,0,0,0,3,5,1
1235,415,23,100000,Aggressive,2025-01-01,7,Education,Myntra,2910.87,Debit Card,Mobile,1,0,1,1,0,4,0,0
1236,460,20,35000,Conservative,2025-05-14,23,Education,Swiggy,2648.33,Debit Card,Mobile,0,1,0,1,0,6,1,0
1237,143,20,25000,Balanced,2025-01-03,0,Rent,PhonePe,18491.23,Credit Card,Mobile,1,1,0,0,0,8,10,1
1238,119,36,35000,Conservative,2025-01-04,13,Education,Croma,984.97,Credit Card,Mobile,1,0,0,0,0,2,0,0
1239,42,30,15000,Conservative,2025-11-15,7,Travel,Flipkart,9975.61,Credit Card,Mobile,0,0,0,0,0,6,10,0
1240,20,35,50000,Aggressive,2025-03-31,6,Education,PhonePe,6340.85,UPI,Mobile,0,0,0,0,0,10,2,0
1241,66,44,25000,Balanced,2025-03-03,7,Electronics,Croma,15080.67,Credit Card,Mobile,1,0,1,0,0,10,10,1
1242,348,40,15000,Aggressive,2025-06-04,14,Entertainment,Flipkart,1248.98,Credit Card,Desktop,1,0,1,0,0,8,3,1
1243,199,42,100000,Aggressive,2025-03-20,3,Rent,Netflix,11204.79,UPI,Mobile,0,0,0,1,0,6,2,0
1244,8,29,15000,Balanced,2025-03-22,16,Rent,Amazon,3459.77,Credit Card,Mobile,0,0,0,1,0,7,4,0
1245,428,21,35000,Conservative,2025-03-11,21,Health,Amazon,1319.22,UPI,Mobile,0,0,0,0,0,5,0,0
1246,404,20,15000,Conservative,2025-12-04,13,Travel,Uber,5362.4,UPI,Desktop,1,0,0,0,1,3,7,0
1247,185,33,50000,Aggressive,2025-09-08,5,Food Delivery,Croma,438.49,Credit Card,Mobile,0,0,0,1,0,3,2,1
1248,254,23,25000,Conservative,2025-02-27,11,Groceries,Zomato,1181.48,UPI,Mobile,0,0,1,1,0,6,0,0
1249,372,39,15000,Balanced,2025-09-10,18,Health,Amazon,1881.89,BNPL,Desktop,0,0,0,1,1,6,5,0
1250,340,31,35000,Aggressive,2025-05-09,9,EMI,BigBasket,6690.77,BNPL,Mobile,0,0,1,0,0,2,8,1
1251,252,44,100000,Balanced,2025-01-15,23,Health,Myntra,1553.12,UPI,Desktop,0,1,1,1,0,10,0,0
1252,497,32,25000,Conservative,2025-05-23,8,Electronics,Croma,13232.54,UPI,Desktop,0,0,0,0,0,3,10,1
1253,294,32,50000,Conservative,2025-06-20,23,Health,BigBasket,2702.82,UPI,Mobile,0,1,0,0,0,1,1,0
1254,97,40,25000,Balanced,2025-07-31,21,Education,BigBasket,3092.86,Debit Card,Mobile,0,0,1,0,0,6,2,0
1255,441,33,50000,Aggressive,2025-02-20,17,Groceries,Groww,1155.13,Credit Card,Mobile,0,0,1,1,0,4,2,1
1256,111,39,35000,Conservative,2025-03-14,7,Health,Swiggy,1000.41,UPI,Mobile,0,0,0,1,0,5,0,0
1257,496,24,25000,Balanced,2025-03-14,1,Food Delivery,Myntra,100.0,Credit Card,Mobile,0,1,0,0,0,9,2,1
1258,216,44,15000,Balanced,2025-10-05,10,Electronics,Netflix,25730.69,UPI,Tablet,1,0,1,0,1,1,10,1
1259,389,27,35000,Aggressive,2025-06-28,2,Rent,Myntra,11199.25,Credit Card,Mobile,0,1,1,0,0,10,8,1
1260,452,36,50000,Balanced,2025-07-13,11,Rent,Myntra,16502.22,UPI,Mobile,0,0,0,0,1,6,6,0
1261,89,44,50000,Balanced,2025-03-04,23,Utilities,Myntra,1925.57,BNPL,Mobile,1,1,1,1,1,9,5,1
1262,301,43,75000,Conservative,2025-08-02,5,EMI,Swiggy,3731.79,Credit Card,Mobile,1,0,1,1,0,10,0,0
1263,94,26,100000,Conservative,2025-03-02,22,Investment,Flipkart,7967.6,UPI,Mobile,1,1,0,0,1,8,1,0
1264,14,42,100000,Aggressive,2025-02-18,9,Fashion,Paytm,2778.07,Credit Card,Mobile,0,0,0,0,1,9,0,0
1265,306,27,50000,Conservative,2025-11-14,18,Rent,Netflix,13589.72,Credit Card,Mobile,0,0,0,0,0,4,7,1
1266,154,34,35000,Aggressive,2025-05-02,16,Investment,Flipkart,4924.97,UPI,Mobile,1,0,0,1,0,10,2,0
1267,497,32,25000,Conservative,2025-04-10,6,Investment,Netflix,4957.51,Credit Card,Desktop,0,0,1,0,0,10,5,1
1268,250,27,25000,Conservative,2025-04-03,20,Fashion,PhonePe,1901.25,UPI,Desktop,1,0,0,0,1,9,1,0
